pilot_name,pilot_country,pilot_serve,air_vic,oth_air_vic,notes,mia_or_kia
William A. Daniel,United States,U.S. Army Air Forces,5,NA,NA,Lived
Clarence E. Davies,United States,U.S. Navy,5,NA,NA,Lived
Leonard K. Davis,United States,U.S. Marine Corps,5,NA,NA,Lived
George E. Dawkins Jr,United States,U.S. Marine Corps,5,NA,NA,Lived
Roald Dahl,United Kingdom,Royal Air Force,5,NA,NA,Lived
William C. Day Jr,United States,U.S. Army Air Forces,5,NA,NA,Lived
Richard S. Deakins,United States,U.S. Army Air Forces,5,NA,NA,Lived
George Della,United States,U.S. Army Air Forces,5,NA,NA,Lived
Reuben H. Denoff,United States,U.S. Navy,5,NA,NA,Lived
Frederick E. Dick,United States,U.S. Army Air Forces,5,NA,NA,Lived
Michael Dikovitsky,United States,U.S. Army Air Forces,5,NA,NA,Lived
Harry W. Dorris,United States,U.S. Army Air Forces,5,NA,NA,Lived
Cecil J. Doyle,United States,U.S. Marine Corps,5,NA,NA,Lived
Charles W. Drake,United States,U.S. Marine Corps,5,NA,NA,Lived
Daniel B. Driscoll,United States,U.S. Navy,5,NA,NA,Lived
Willie Driscoll,United States,U.S. Navy,5,NA,NA,Lived
Francis E. Dubisher,United States,U.S. Army Air Forces,5,NA,NA,Lived
Charles H. Dubois,United States,U.S. Army Air Forces,5,NA,NA,Lived
James E. Duffy (USN),United States,U.S. Navy,5,NA,NA,Lived
Richard E. Duffy,United States,U.S. Army Air Forces,5,NA,NA,Lived
Joseph L. Egen Jr,United States,U.S. Army Air Forces,5,NA,NA,Lived
Hugh M. Elwood,United States,U.S. Marine Corps,5,NA,NA,Lived
James W. Empey,United States,U.S. Army Air Forces,5,NA,NA,Lived
Lyle A. Erickson,United States,U.S. Navy,5,NA,NA,Lived
Herman E. Ernst,United States,U.S. Army Air Forces,5,NA,NA,Lived
Charles D. Farmer,United States,U.S. Navy,5,NA,NA,Lived
Robert A. Farnsworth Jr,United States,U.S. Navy,5,NA,NA,Lived
William Farrell (USMC),United States,U.S. Marine Corps,5,NA,NA,Lived
Richard D. Faxon,United States,U.S. Army Air Forces,5,NA,NA,Lived
Marion C. Felts,United States,U.S. Army Air Forces,5,NA,NA,Lived
James E. Fenex Jr,United States,U.S. Army Air Forces,5,NA,NA,Lived
William Fiedler (USAAF),United States,U.S. Army Air Forces,5,NA,NA,Lived
Virgil C. Fields Jr,United States,U.S. Army Air Forces,5,NA,NA,Lived
Howard J. Finn,United States,U.S. Marine Corps,5,NA,NA,Lived
Charles R. Fischette,United States,U.S. Army Air Forces,5,NA,NA,Lived
Harry E. Fisk,United States,U.S. Army Air Forces,5,NA,NA,Lived
Nelson D. Flack Jr,United States,U.S. Army Air Forces,5,NA,NA,Lived
Kenneth A. Flinn,United States,U.S. Navy,5,NA,NA,Lived
Ralph E. Foltz,United States,U.S. Navy,5,NA,NA,Lived
Paul J. Fontana,United States,U.S. Marine Corps,5,NA,NA,Lived
Claude E. Ford,United States,U.S. Army Air Forces,5,NA,NA,Lived
Kenneth M. Ford,United States,U.S. Marine Corps,5,NA,NA,Lived
George Formanek Jr,United States,U.S. Navy,5,NA,NA,Lived
Béla Füleky †,Hungary,Royal Hungarian Air Force,5,NA,NA,"KIA, MIA, Died of wounds"
Bohumil Fürst-Fiřt,Czechoslovakia,Royal Air Force,5,NA,NA,Lived
Dwight B. Galt,United States,U.S. Navy,5,NA,NA,Lived
Warner F. Gardner,United States,U.S. Army Air Forces,5,NA,NA,Lived
Noel Gayler,United States,U.S. Navy,5,NA,NA,Lived
Steven N. Gerick,United States,U.S. Army Air Forces,5,NA,NA,Lived
Grover D. Ghelson,United States,U.S. Army Air Forces,5,NA,NA,Lived
Robert D. Gibb,United States,U.S. Army Air Forces,5,NA,NA,Lived
Cyrus R. Gladen,United States,U.S. Army Air Forces,5,NA,NA,Lived
Lindley W. Godson,United States,U.S. Navy,5,NA,NA,Lived
Norman D. Gould,United States,U.S. Army Air Forces,5,NA,NA,Lived
Giorgio Graffer,Italy,Regia Aeronautica,5,NA,NA,Lived
Robert F. Graham,United States,U.S. Army Air Forces,5,NA,NA,Lived
Vernon E. Graham,United States,U.S. Navy,5,NA,Ace in a day,Lived
Hayden A. Gregory,United States,U.S. Navy,5,NA,NA,Lived
Robert C. Griffith,United States,U.S. Army Air Forces,5,NA,NA,Lived
William Grosvenor Jr,United States,U.S. Army Air Forces,5,NA,NA,Lived
Lindsay W. Grove,United States,U.S. Army Air Forces,5,NA,NA,Lived
Cheatham W. Gupton,United States,U.S. Army Air Forces,5,NA,NA,Lived
Albert E. Hacking,United States,U.S. Marine Corps,5,NA,NA,Lived
Samuel E. Hammer,United States,U.S. Army Air Forces,5,NA,NA,Lived
Harry T. Hanna,United States,U.S. Army Air Forces,5,NA,NA,Lived
Christopher J. Hansenman,United States,U.S. Army Air Forces,5,NA,NA,Lived
Josef G. Hanuš,Czechoslovakia,Royal Air Force,5,NA,NA,Lived
Walter R. Harman,United States,U.S. Navy,5,NA,NA,Lived
Thomas L. Harris (USAAF),United States,U.S. Army Air Forces,5,NA,NA,Lived
Raymond E. Hartley,United States,U.S. Army Air Forces,5,NA,NA,Lived
Herbert B. Hatch,United States,U.S. Army Air Forces,5,NA,NA,Lived
Charles D. Hauver,United States,U.S. Army Air Forces,5,NA,NA,Lived
Sándor Hautzinger,Hungary,Royal Hungarian Air Force,5,NA,NA,Lived
Russell C. Haworth,United States,U.S. Army Air Forces,5,NA,NA,Lived
Frank R. Hayde,United States,U.S. Navy,5,NA,NA,Lived
Frank C. Hearrell,United States,U.S. Navy,5,NA,NA,Lived
Charles F. Held Jr,United States,U.S. Army Air Forces,5,NA,NA,Lived
Paul M. Henderson Jr,United States,U.S. Navy,5,NA,NA,Lived
Randall W. Hendricks,United States,U.S. Army Air Forces,5,NA,NA,Lived
James E. Hill,United States,U.S. Army Air Forces,5,NA,NA,Lived
Richard Hope Hillary,Australia,Royal Air Force,5,NA,(+2 probables),Lived
Donald E. Hillman,United States,U.S. Army Air Forces,5,NA,NA,Lived
Kenneth G. Hippe,United States,U.S. Navy,5,NA,NA,Lived
Edwin M. Hiro,United States,U.S. Army Air Forces,5,NA,NA,Lived
Myron M. Hnatio,United States,U.S. Army Air Forces,5,NA,NA,Lived
John B. Hoag,United States,U.S. Navy,5,NA,NA,Lived
William R. Hodges,United States,U.S. Army Air Forces,5,NA,NA,Lived
Cullen J. Hoffman,United States,U.S. Army Air Forces,5,NA,NA,Lived
Louis Hoffman,United States,American Volunteer Group,5,NA,NA,Lived
Herbert N. Houck,United States,U.S. Navy,5,NA,NA,Lived
Edward R. Hoyt,United States,U.S. Army Air Forces,5,NA,NA,Lived
Mark E. Hubbard,United States,U.S. Army Air Forces,5,NA,NA,Lived
Howard R. Hudson,United States,U.S. Navy,5,NA,NA,Lived
Alvaro J. Hunter,United States,U.S. Army Air Forces,5,NA,NA,Lived
András Huszár,Hungary,Royal Hungarian Air Force,5,NA,NA,Lived
Joseph W. Icard,United States,U.S. Army Air Forces,5,NA,NA,Lived
Julius W. Ireland,United States,U.S. Marine Corps,5,NA,NA,Lived
Clayton M. Isaacson,United States,U.S. Army Air Forces,5,NA,NA,Lived
Svatopluk Janouch,Czechoslovakia,Royal Air Force,5,NA,NA,Lived
Hayden M. Jensen,United States,U.S. Navy,5,NA,NA,Lived
Evan M. Johnson,United States,U.S. Army Air Forces,5,NA,NA,Lived
Wallace R. Johnson,United States,U.S. Navy,5,NA,NA,Lived
Curran L. Jones,United States,U.S. Army Air Forces,5,NA,NA,Lived
Frank C. Jones,United States,U.S. Army Air Forces,5,NA,(+ 5.5 ground kills),Lived
Lynn F. Jones,United States,U.S. Army Air Forces,5,NA,NA,Lived
Warren L. Jones,United States,U.S. Army Air Forces,5,NA,NA,Lived
Joseph W. Jorda,United States,U.S. Army Air Forces,5,NA,NA,Lived
William M. Julian,United States,U.S. Army Air Forces,5,NA,NA,Lived
Charles Kendrick,United States,U.S. Marine Corps,5,NA,NA,Lived
Daniel Kennedy,United States,U.S. Army Air Forces,5,NA,NA,Lived
Robert H. Kidwell,United States,U.S. Navy,5,NA,NA,Lived
Melvin B. Kimball,United States,U.S. Army Air Forces,5,NA,NA,Lived
John R. Kincaid,United States,U.S. Navy,5,NA,NA,Lived
Charles W. King (USAAF),United States,U.S. Army Air Forces,5,NA,NA,Lived
David L. King,United States,U.S. Army Air Forces,5,NA,NA,Lived
Marion F. Kirby,United States,U.S. Army Air Forces,5,NA,NA,Lived
Lenton F. Kirkland,United States,U.S. Army Air Forces,5,NA,NA,Lived
Ernő Kiss (pilot),Hungary,Royal Hungarian Air Force,5,NA,NA,Lived
Jan Klán,Czechoslovakia,Royal Air Force,5,NA,NA,Lived
Robert H. Knapp,United States,U.S. Army Air Forces,5,NA,NA,Lived
Carroll S. Knott,United States,U.S. Army Air Forces,5,NA,NA,Lived
Edward H. Kopsel,United States,U.S. Army Air Forces,5,NA,NA,Lived
William J. Kostic,United States,U.S. Navy,5,NA,NA,Lived
Bedřich Krátkoruký,Czechoslovakia,Royal Air Force,5,NA,NA,Lived
Jiří V. Kučera,Czechoslovakia,Royal Air Force,5,NA,NA,Lived
Wayne W. Laird,United States,U.S. Marine Corps,5,NA,NA,Lived
William E. Lamoreaux,United States,U.S. Navy,5,NA,NA,Lived
Richard C. Lampe,United States,U.S. Army Air Forces,5,NA,NA,Lived
Willis Laney,United States,U.S. Navy,5,NA,NA,Lived
Ned W. Langdon,United States,U.S. Navy,5,NA,NA,Lived
Thomas G. Lanphier,United States,U.S. Army Air Forces,5,NA,NA,Lived
Franklin C. Lathrope,United States,U.S. Army Air Forces,5,NA,NA,Lived
Charles H. Laughlin,United States,American Volunteer Group,5,NA,NA,Lived
George Laven,United States,U.S. Army Air Forces,5,NA,NA,Lived
Earl R. Lazear,United States,U.S. Army Air Forces,5,NA,NA,Lived
Harold K. Lee,United States,U.S. Army Air Forces,5,NA,NA,Lived
Richard J. Lee,United States,U.S. Army Air Forces,5,NA,NA,Lived
Marlow J. Leikness,United States,U.S. Army Air Forces,5,NA,NA,Lived
Charles W. Lenfest,United States,U.S. Army Air Forces,5,NA,NA,Lived
Jack Lenox Jr,United States,U.S. Army Air Forces,5,NA,NA,Lived
John A. Leppla,United States,U.S. Navy,5,NA,NA,Lived
Alfred B. Lewelling,United States,U.S. Army Air Forces,5,NA,NA,Lived
Brooks J. Liles,United States,U.S. Army Air Forces,5,+4 in Korean War,NA,Lived
Hugh D. Lillie,United States,U.S. Navy,5,NA,NA,Lived
James W. Little,United States,U.S. Army Air Forces,5,+1 in Korean War,NA,Lived
John Lolos,Greece,U.S. Army Air Forces,5,NA,NA,Lived
Charles P. London,United States,U.S. Army Air Forces,5,NA,NA,Lived
Donald Lopez,United States,U.S. Army Air Forces,5,NA,NA,Lived
"George G. Loving, Jr.",United States,U.S. Army Air Forces,5,NA,NA,Lived
John F. Luma,United States,U.S. Army Air Forces,5,NA,NA,Lived
Lowell C. Lutton,United States,U.S. Army Air Forces,5,NA,NA,Lived
John A. Mackay,United States,U.S. Army Air Forces,5,NA,NA,Lived
Morton D. Magoffin,United States,U.S. Army Air Forces,5,NA,NA,Lived
Keith Mahon,United States,U.S. Army Air Forces,5,NA,NA,Lived
Jackson C. Mankin,United States,U.S. Army Air Forces,5,NA,NA,Lived
Lee P. Mankin,United States,U.S. Navy,5,NA,NA,Lived
Harry A. March Jr,United States,U.S. Navy,5,NA,NA,Lived
Luigi Mariotti,Italy,Regia Aeronautica,5,NA,NA,Lived
Lester C. Marsh,United States,U.S. Army Air Forces,5,NA,NA,Lived
Albert E. Martin Jr,United States,U.S. Navy,5,NA,NA,Lived
Kenneth R. Martin,United States,U.S. Army Air Forces,5,NA,NA,Lived
Joseph L. Mason,United States,U.S. Army Air Forces,5,NA,NA,Lived
William H. Mathis,United States,U.S. Army Air Forces,5,NA,NA,Lived
Joseph Z. Matte,United States,U.S. Army Air Forces,5,NA,NA,Lived
Chester K. Maxwell,United States,U.S. Army Air Forces,5,NA,NA,Lived
Benjamin I. Mayo,United States,U.S. Army Air Forces,5,NA,NA,Lived
Paul G. McArthur,United States,U.S. Army Air Forces,5,NA,NA,Lived
Henry A. McCartney Jr,United States,U.S. Marine Corps,5,NA,NA,Lived
Leo B. McCudden,United States,U.S. Navy,5,NA,NA,Lived
William F. McDownough,United States,U.S. Army Air Forces,5,NA,NA,Lived
James N. McElroy,United States,U.S. Army Air Forces,5,NA,(+6 ground kills),Lived
John L. McGinn,United States,U.S. Army Air Forces,5,NA,NA,Lived
Selva E. McGinty,United States,U.S. Marine Corps,5,NA,NA,Lived
Samuel E. McGuffin,United States,U.S. Army Air Forces,5,NA,NA,Lived
John W. McGuyrt,United States,U.S. Army Air Forces,5,NA,NA,Lived
Donald J. McKinley,United States,U.S. Navy,5,NA,NA,Lived
George. McMillan,United States,American Volunteer Group,5,NA,NA,Lived
Evan D. MacMinn,United States,U.S. Army Air Forces,5,NA,NA,Lived
Donald M. McPherson,United States,U.S. Navy,5,NA,NA,Lived
George L. Merritt Jr,United States,U.S. Army Air Forces,5,NA,(+6 ground kills),Lived
Frederick H. Michaelis,United States,U.S. Navy,5,NA,NA,Lived
Everett Miller,United States,U.S. Army Air Forces,5,NA,NA,Lived
Joseph E. Miller,United States,U.S. Army Air Forces,5,NA,NA,Lived
Robert C. Milliken,United States,U.S. Army Air Forces,5,NA,NA,Lived
Charles Milton,United States,U.S. Navy,5,NA,NA,Lived
Marinos Mitralexis,Greece,Greek Air Force,5,NA,NA,Lived
Arthur P. Mollenhauer,United States,U.S. Navy,5,NA,NA,Lived
Franklin H. Monk,United States,U.S. Army Air Forces,5,NA,NA,Lived
Robert H. Moore,United States,U.S. Army Air Forces,5,NA,NA,Lived
Paul V. Morriss,United States,U.S. Army Air Forces,5,NA,NA,Lived
Arthur H. Munson,United States,U.S. Navy,5,NA,NA,Lived
Jennings S. Myers,United States,U.S. Army Air Forces,5,NA,NA,Lived
Joseph R. Myshrall,United States,U.S. Army Air Forces,5,NA,NA,Lived
Leslie D. Nelson,United States,U.S. Army Air Forces,5,NA,NA,Lived
Robert J. Nelson,United States,U.S. Navy,5,NA,NA,Lived
Franklin A. Nichols,United States,U.S. Army Air Forces,5,NA,NA,Lived
Edward M. Nollmeyer,United States,U.S. Army Air Forces,5,NA,NA,Lived
Marvin R. Novak,United States,U.S. Navy,5,NA,NA,Lived
Jack G. Oberhansky,United States,U.S. Army Air Forces,5,NA,NA,Lived
Frank O'Brien Jr,United States,U.S. Army Air Forces,5,NA,NA,Lived
Edwin L. Olander,United States,U.S. Marine Corps,5,NA,NA,Lived
Austin L. Olsen,United States,U.S. Navy,5,NA,NA,Lived
Paul E. Olson,United States,U.S. Army Air Forces,5,NA,NA,Lived
Enzo Omiccioli,Italy,Regia Aeronautica,5,NA,NA,Lived
Eugene W. O'Neill Jr,United States,U.S. Army Air Forces,5,NA,NA,Lived
Lawrence F. O'Neill,United States,U.S. Army Air Forces,5,NA,NA,Lived
Ernest K. Osher,United States,U.S. Army Air Forces,5,NA,NA,Lived
Robert J. Overcash,United States,U.S. Army Air Forces,5,NA,NA,Lived
Edward W. Overton Jr,United States,U.S. Navy,5,NA,NA,Lived
Joel A. Owens,United States,U.S. Army Air Forces,5,NA,NA,Lived
Melvyn R. Paisley,United States,U.S. Army Air Forces,5,NA,NA,Lived
Tibor Papp,Hungary,Royal Hungarian Air Force,5,NA,NA,Lived
Forrest F. Parham,United States,U.S. Army Air Forces,5,NA,NA,Lived
Edsel Paulk,United States,U.S. Army Air Forces,5,NA,NA,Lived
Oscar F. Perdomo,United States,U.S. Army Air Forces,5,NA,Ace in a day,Lived
John Petach,United States,American Volunteer Group,5,NA,NA,Lived
Costantino Petrosellini,Italy,Regia Aeronautica,5,NA,NA,Lived
David P. Philips III,United States,U.S. Navy,5,NA,NA,Lived
Edward A. Phillips,United States,U.S. Navy,5,NA,NA,Lived
Hyde Phillips,United States,U.S. Marine Corps,5,NA,NA,Lived
Kenneth R. Pool,United States,U.S. Army Air Forces,5,NA,NA,Lived
Edward S. Popek,United States,U.S. Army Air Forces,5,NA,NA,Lived
Robert B. Porter,United States,U.S. Marine Corps,5,NA,Only Marine to score kills in both the F4U and the F6F. Shot down 2 Japanese planes in 1 night.,Lived
George H. Poske,United States,U.S. Marine Corps,5,NA,NA,Lived
Ernest A. Powell,United States,U.S. Marine Corps,5,NA,NA,Lived
MacArthur Powers,United States,U.S. Army Air Forces,5,NA,NA,Lived
Jack C. Price,United States,U.S. Army Air Forces,5,NA,NA,Lived
Royce W. Priest,United States,U.S. Army Air Forces,5,NA,NA,Lived
Roger C. Pryor,United States,U.S. Army Air Forces,5,NA,NA,Lived
Josef Příhoda,Czechoslovakia,Royal Air Force,5,NA,NA,Lived
Rajmund Půda,Czechoslovakia,Royal Air Force,5,NA,NA,Lived
Donald L. Quigley,United States,U.S. Army Air Forces,5,NA,NA,Lived
Robert J. Raines,United States,American Volunteer Group; U.S. Army Air Forces,5,NA,3 victories with AVG; 2 with USAAF,Lived
Orvin H. Ramlo,United States,U.S. Marine Corps,5,NA,NA,Lived
WIlliam C. Reese,United States,U.S. Army Air Forces,5,NA,NA,Lived
Joseph E. Reulet,United States,U.S. Navy,5,NA,NA,Lived
Thomas W. Rhodes,United States,U.S. Navy,5,NA,NA,Lived
Vincent A. Rieger,United States,U.S. Navy,5,NA,NA,Lived
Andrew Ritchey,United States,U.S. Army Air Forces,5,NA,NA,Lived
Newell O. Roberts,United States,U.S. Army Air Forces,5,NA,NA,Lived
Leroy W. Robinson,United States,U.S. Navy,5,NA,NA,Lived
Ross F. Robinson,United States,U.S. Navy,5,NA,NA,Lived
Franklin Rose,United States,U.S. Army Air Forces,5,NA,NA,Lived
János Róza,Hungary,Royal Hungarian Air Force,5,NA,"(In the beginning he was Stuka pilot in the 2/2. later 102. Stukasquadron, he achieved his victories with FW 190 in the 102/1. Fighterbomber squadron.)",Lived
Gerald L. Rounds,United States,U.S. Army Air Forces,5,NA,NA,Lived
Henry S. Rudolph,United States,U.S. Army Air Forces,5,NA,NA,Lived
William A. Rynne,United States,U.S. Army Air Forces,5,NA,NA,Lived
Hartwell V. Scarborough,United States,U.S. Marine Corps,5,NA,NA,Lived
Thomas D. Schank,United States,U.S. Army Air Forces,5,NA,NA,Lived
Gordon E. Schecter,United States,U.S. Navy,5,NA,NA,Lived
John L. Schell,United States,U.S. Navy,5,NA,NA,Lived
Raymond Scherer,United States,U.S. Marine Corps,5,NA,NA,Lived
James F. Schilke,United States,U.S. Army Air Forces,5,NA,NA,Lived
Louis Schriber,United States,U.S. Army Air Forces,5,NA,NA,Lived
Duerr H. Schuh,United States,U.S. Army Air Forces,5,NA,NA,Lived
Robert B. Schultz,United States,U.S. Army Air Forces,5,NA,NA,Lived
Harry H. Sealey,United States,U.S. Army Air Forces,5,NA,NA,Lived
Alexander F. Sears,United States,U.S. Army Air Forces,5,NA,NA,Lived
Robert B. See,United States,U.S. Marine Corps,5,NA,NA,Lived
Carlo Seganti,Italy,Regia Aeronautica,5,NA,NA,Lived
Robert K. Seidman,United States,U.S. Army Air Forces,5,NA,NA,Lived
Charles A. Shields,United States,U.S. Navy,5,NA,NA,Lived
Lester H. Sipes,United States,U.S. Navy,5,NA,NA,Lived
Frank Sistrunk,United States,U.S. Navy,5,NA,NA,Lived
Jack R. Smith,United States,U.S. Army Air Forces,5,NA,NA,Lived
Kenneth B. Smith (USAAF),United States,U.S. Army Air Forces,5,NA,NA,Lived
Kenneth D. Smith,United States,U.S. Navy,5,NA,NA,Lived
Virgil H. Smith,United States,U.S. Army Air Forces,5,NA,NA,Lived
Irl V. Sonner Jr,United States,U.S. Navy,5,NA,NA,Lived
James J. Southerland,United States,U.S. Navy,5,NA,NA,Lived
Arthur Spurgin,Australia,Royal Australian Air Force,5,NA,NA,Lived
Clyde P. Spitler,United States,U.S. Navy,5,NA,NA,Lived
William J. Stangel,United States,U.S. Army Air Forces,5,NA,NA,Lived
Morris A. Stanley,United States,U.S. Army Air Forces,5,NA,NA,Lived
Edgar E. Stebbins,United States,U.S. Navy,5,NA,NA,Lived
Edward J. Stefanski,United States,U.S. Army Air Forces,5,NA,NA,Lived
Raymond D. Stehle,United States,U.S. Army Air Forces,5,NA,NA,Lived
Carl V. Stone,United States,U.S. Navy,5,NA,NA,Lived
Johnnie C. Strange,United States,U.S. Navy,5,NA,NA,Lived
Richard C. Suehr,United States,U.S. Army Air Forces,5,NA,NA,Lived
Charles P. Sullivan,United States,U.S. Army Air Forces,5,NA,NA,Lived
Robert C. Sutcliffe,United States,U.S. Army Air Forces,5,NA,NA,Lived
John F. Sutherland,United States,U.S. Navy,5,NA,NA,Lived
Ladislav Světlík,Czechoslovakia,Royal Air Force,5,NA,NA,Lived
John F. Swinburne Jr.,United States,U.S. Navy,5,NA,NA,Lived
William J. Sykes,United States,U.S. Army Air Forces,5,NA,(+5 ground kills),Lived
Stanley Synar,United States,U.S. Marine Corps,5,NA,NA,Lived
Oliver B. Taylor,United States,U.S. Army Air Forces,5,NA,NA,Lived
William W. Taylor (USN),United States,U.S. Navy,5,NA,NA,Lived
Robert D. Thompson,United States,U.S. Army Air Forces,5,NA,NA,Lived
John A. Tilley,United States,U.S. Army Air Forces,5,NA,NA,Lived
Edward W. Toaspern,United States,U.S. Navy,5,NA,NA,Lived
John W. Topliff,United States,U.S. Navy,5,NA,NA,Lived
Harrison B. Tordoff,United States,U.S. Army Air Forces,5,NA,NA,Lived
Ross E. Torkelson,United States,U.S. Navy,5,NA,NA,Lived
Eugene P. Townsend,United States,U.S. Navy,5,NA,NA,Lived
Clifton H. Troxell,United States,U.S. Army Air Forces,5,NA,NA,Lived
Peter J. Van Der Linden,United States,U.S. Navy,5,NA,NA,Lived
Rudolph D. Van Dyke,United States,U.S. Navy,5,NA,NA,Lived
Robert H. Vaught Jr.,United States,U.S. Army Air Forces,5,NA,NA,Lived
John E. Vogt,United States,U.S. Army Air Forces,5,NA,NA,Lived
Horace Q. Waggoner,United States,U.S. Army Air Forces,5,NA,(+7.5 ground kills),Lived
Walter B. Walker Jr.,United States,U.S. Army Air Forces,5,NA,NA,Lived
Lyttleton T. Ward,United States,U.S. Navy,5,NA,NA,Lived
Jack R. Warren,United States,U.S. Army Air Forces,5,NA,NA,Lived
Ralph J. Watson,United States,U.S. Army Air Forces,5,NA,NA,Lived
Sidney W. Wheatherford,United States,U.S. Army Air Forces,5,NA,NA,Lived
Willard J. Webb,United States,U.S. Army Air Forces,5,NA,NA,Lived
Gregory J. Weissenberger,United States,U.S. Marine Corps,5,NA,NA,Lived
Darrell G. Welch,United States,U.S. Army Air Forces,5,NA,NA,Lived
Albert P. Welles,United States,U.S. Marine Corps,5,NA,NA,Lived
Robert G. West,United States,U.S. Navy,5,NA,NA,Lived
Harry S. White,United States,U.S. Navy,5,NA,NA,Lived
John H. White (USAAF),United States,U.S. Army Air Forces,5,NA,NA,Lived
David C. Wilhelm,United States,U.S. Army Air Forces,5,NA,NA,Lived
Paul H. Wilkins,United States,U.S. Army Air Forces,5,NA,NA,Lived
William F. Wilson,United States,U.S. Army Air Forces,5,NA,NA,Lived
Russell D. Williams,United States,U.S. Army Air Forces,5,NA,NA,Lived
Robert A. Winston,United States,U.S. Navy,5,NA,NA,Lived
Ralph L. Wire,United States,U.S. Army Air Forces,5,NA,NA,Lived
Lee V. Wiseman,United States,U.S. Army Air Forces,5,NA,NA,Lived
John L. Wolford,United States,U.S. Army Air Forces,5,NA,NA,Lived
George L. Wrenn,United States,U.S. Navy,5,NA,NA,Lived
Max J. Wright,United States,U.S. Army Air Forces,5,NA,NA,Lived
Vasseure F. Wynn,United States,Royal Air Force; U.S. Army Air Forces,5,NA,2.5 victories with RAF; 2.5 with USAAF,Lived
Robert R. Yaeger Jr.,United States,U.S. Army Air Forces,5,NA,NA,Lived
Robert M. York,United States,U.S. Army Air Forces,5,NA,NA,Lived
Michael R. Yunck,United States,U.S. Marine Corps,5,NA,NA,Lived
Aurel Tifrea,Romania,Royal Romanian Air Force,5,NA,NA,Lived
Constantin Popescu,Romania,Royal Romanian Air Force,5,NA,NA,Lived
Constantin Nicoară,Romania,Royal Romanian Air Force,5,NA,NA,Lived
Petre Cordescu,Romania,Royal Romanian Air Force,5,NA,NA,Lived
Aurel Tifrea,Romania,Royal Romanian Air Force,5,NA,NA,Lived
Hariton Dusescu,Romania,Royal Romanian Air Force,5,NA,NA,Lived
Vintilă Brătianu,Romania,Royal Romanian Air Force,5,NA,NA,Lived
Nicolae Burileanu,Romania,Royal Romanian Air Force,5,NA,NA,Lived
Laurențiu Catană,Romania,Royal Romanian Air Force,5,NA,NA,Lived
Erich Selei,Romania,Royal Romanian Air Force,5,NA,NA,Lived
Gheorghe Cristea,Romania,Royal Romanian Air Force,5,NA,NA,Lived
Mircea Dumitrescu,Romania,Royal Romanian Air Force,5,NA,NA,Lived
